SizeDataset;TrainPercent;sizeTrainDataset;sizeTestDataset;mse;mape
51;0.8;40;11;0.113820829079;4.98124644134
51;0.81;41;10;0.124600362462;5.33757397416
51;0.82;41;10;0.124600362462;5.33757397416
51;0.83;42;9;0.12825217718;5.34801849961
51;0.84;42;9;0.12825217718;5.34801849961
51;0.85;43;8;0.110325447804;4.98149141144
51;0.86;43;8;0.110325447804;4.98149141144
51;0.87;44;7;0.100097601677;4.61461444508
51;0.88;44;7;0.100097601677;4.61461444508
51;0.89;45;6;0.0573767171611;3.31304237635
52;0.1;5;47;0.0630341651497;3.66852448522
52;0.11;5;47;0.0630341651497;3.66852448522
52;0.12;6;46;0.0601654630488;3.58287481098
52;0.13;6;46;0.0601654630488;3.58287481098
52;0.14;7;45;0.0794445784243;3.95203433723
52;0.15;7;45;0.0794445784243;3.95203433723
52;0.16;8;44;0.0764369479248;3.89736594941
52;0.17;8;44;0.0764369479248;3.89736594941
52;0.18;9;43;0.0627584803026;3.64315912113
52;0.19;9;43;0.0627584803026;3.64315912113
52;0.2;10;42;0.0606445380825;3.61222312193
52;0.21;10;42;0.0606445380825;3.61222312193
52;0.22;11;41;0.0654421895733;3.70262358374
52;0.23;11;41;0.0654421895733;3.70262358374
52;0.24;12;40;0.0641404209499;3.64041306157
52;0.25;12;40;0.0641404209499;3.64041306157
52;0.26;13;39;0.0622812940379;3.57477375274
52;0.27;14;38;0.0637470371633;3.62943800199
52;0.28;14;38;0.0637470371633;3.62943800199
52;0.29;15;37;0.0624934877319;3.57946584901
52;0.3;15;37;0.0624934877319;3.57946584901
52;0.31;16;36;0.0662991633064;3.61721226831
52;0.32;16;36;0.0662991633064;3.61721226831
52;0.33;17;35;0.0679464157155;3.67339180395
52;0.34;17;35;0.0679464157155;3.67339180395
52;0.35;18;34;0.0729172254693;3.84005112943
52;0.36;18;34;0.0729172254693;3.84005112943
52;0.37;19;33;0.0749341716052;3.91329810778
52;0.38;19;33;0.0749341716052;3.91329810778
52;0.39;20;32;0.0772676976211;4.02638872281
52;0.4;20;32;0.0772676976211;4.02638872281
52;0.41;21;31;0.0736957231683;3.86377051973
52;0.42;21;31;0.0736957231683;3.86377051973
52;0.43;22;30;0.0694873965776;3.70318350867
52;0.44;22;30;0.0694873965776;3.70318350867
52;0.45;23;29;0.0555978865218;3.28126243138
52;0.46;23;29;0.0555978865218;3.28126243138
52;0.47;24;28;0.0562209232193;3.23850944936
52;0.48;24;28;0.0562209232193;3.23850944936
52;0.49;25;27;0.0621265520763;3.30923201413
52;0.5;25;27;0.0621265520763;3.30923201413
52;0.51;26;26;0.0644954072525;3.41924465108
52;0.52;27;25;0.0668159859429;3.49162659054
52;0.53;27;25;0.0668159859429;3.49162659054
52;0.54;28;24;0.0688149322423;3.4914428042
52;0.55;28;24;0.0688149322423;3.4914428042
52;0.56;29;23;0.0638974339839;3.31586164922
52;0.57;29;23;0.0638974339839;3.31586164922
52;0.58;30;22;0.0632975461182;3.25244652464
52;0.59;30;22;0.0632975461182;3.25244652464
52;0.6;31;21;0.0639679797081;3.25542953108
52;0.61;31;21;0.0639679797081;3.25542953108
52;0.62;32;20;0.0667111760482;3.3331526922
52;0.63;32;20;0.0667111760482;3.3331526922
52;0.64;33;19;0.069263398088;3.37450557596
52;0.65;33;19;0.069263398088;3.37450557596
52;0.66;34;18;0.0730331777703;3.52402354668
52;0.67;34;18;0.0730331777703;3.52402354668
52;0.68;35;17;0.0772398077446;3.68954822548
52;0.69;35;17;0.0772398077446;3.68954822548
52;0.7;36;16;0.082025342455;3.89050426106
52;0.71;36;16;0.082025342455;3.89050426106
52;0.72;37;15;0.0874447972354;4.11715775949
52;0.73;37;15;0.0874447972354;4.11715775949
52;0.74;38;14;0.0899326862535;4.1475672079
52;0.75;38;14;0.0899326862535;4.1475672079
52;0.76;39;13;0.0966202267564;4.33155335647
52;0.77;40;12;0.104375827155;4.59918569309
52;0.78;40;12;0.104375827155;4.59918569309
52;0.79;41;11;0.11331676642;4.88838701854
52;0.8;41;11;0.11331676642;4.88838701854
52;0.81;42;10;0.115438127742;4.8323270826
52;0.82;42;10;0.115438127742;4.8323270826
52;0.83;43;9;0.0980737390547;4.44356493528
52;0.84;43;9;0.0980737390547;4.44356493528
52;0.85;44;8;0.0875855129858;4.03992268111
52;0.86;44;8;0.0875855129858;4.03992268111
52;0.87;45;7;0.0491802765046;2.84305137388
52;0.88;45;7;0.0491802765046;2.84305137388
52;0.89;46;6;0.0138818140168;1.74784914911
53;0.1;5;48;0.0618343811188;3.61931188792
53;0.11;5;48;0.0618343811188;3.61931188792
53;0.12;6;47;0.0592530271518;3.5561605688
53;0.13;6;47;0.0592530271518;3.5561605688
53;0.14;7;46;0.0784923380029;3.93877956485
53;0.15;7;46;0.0784923380029;3.93877956485
53;0.16;8;45;0.0754176065634;3.87954067385
53;0.17;9;44;0.0618822938147;3.62296094687
53;0.18;9;44;0.0618822938147;3.62296094687
53;0.19;10;43;0.0598650552211;3.59602889072
53;0.2;10;43;0.0598650552211;3.59602889072
53;0.21;11;42;0.0645179925543;3.68324747217
53;0.22;11;42;0.0645179925543;3.68324747217
53;0.23;12;41;0.0631140903295;3.61575773068
53;0.24;12;41;0.0631140903295;3.61575773068
53;0.25;13;40;0.0611018138511;3.53979549573
53;0.26;13;40;0.0611018138511;3.53979549573
53;0.27;14;39;0.0624997307378;3.59216121918
53;0.28;14;39;0.0624997307378;3.59216121918
53;0.29;15;38;0.061140757707;3.53433151719
53;0.3;15;38;0.061140757707;3.53433151719
53;0.31;16;37;0.0647497378679;3.56476811166
53;0.32;16;37;0.0647497378679;3.56476811166
53;0.33;17;36;0.0663081936702;3.61793032252
53;0.34;18;35;0.0710700371877;3.77632283343
53;0.35;18;35;0.0710700371877;3.77632283343
53;0.36;19;34;0.0729733323113;3.84554112725
53;0.37;19;34;0.0729733323113;3.84554112725
53;0.38;20;33;0.0751767260451;3.95315151211
53;0.39;20;33;0.0751767260451;3.95315151211
53;0.4;21;32;0.0716839811616;3.79643820259
53;0.41;21;32;0.0716839811616;3.79643820259
53;0.42;22;31;0.0677027801477;3.65169404322
53;0.43;22;31;0.0677027801477;3.65169404322
53;0.44;23;30;0.0543084016055;3.24863424051
53;0.45;23;30;0.0543084016055;3.24863424051
53;0.46;24;29;0.0548761820655;3.20695488909
53;0.47;24;29;0.0548761820655;3.20695488909
53;0.48;25;28;0.0604939974612;3.27205391283
53;0.49;25;28;0.0604939974612;3.27205391283
53;0.5;26;27;0.0627146522748;3.37661504096
53;0.51;27;26;0.0648774873626;3.44457345928
53;0.52;27;26;0.0648774873626;3.44457345928
53;0.53;28;25;0.0667200267263;3.44259023593
53;0.54;28;25;0.0667200267263;3.44259023593
53;0.55;29;24;0.0619675054872;3.27550482113
53;0.56;29;24;0.0619675054872;3.27550482113
53;0.57;30;23;0.0611508911751;3.20186614727
53;0.58;30;23;0.0611508911751;3.20186614727
53;0.59;31;22;0.0615563265051;3.19151576854
53;0.6;31;22;0.0615563265051;3.19151576854
53;0.61;32;21;0.0640540538194;3.26249431425
53;0.62;32;21;0.0640540538194;3.26249431425
53;0.63;33;20;0.0663827050286;3.30132213375
53;0.64;33;20;0.0663827050286;3.30132213375
53;0.65;34;19;0.0698024598297;3.43911897748
53;0.66;34;19;0.0698024598297;3.43911897748
53;0.67;35;18;0.0735959038088;3.59073092027
53;0.68;36;17;0.0778855891871;3.77405322993
53;0.69;36;17;0.0778855891871;3.77405322993
53;0.7;37;16;0.0827075934645;3.97926269526
53;0.71;37;16;0.0827075934645;3.97926269526
53;0.72;38;15;0.0847776894869;4.00358733378
53;0.73;38;15;0.0847776894869;4.00358733378
53;0.74;39;14;0.0908118933338;4.17859295141
53;0.75;39;14;0.0908118933338;4.17859295141
53;0.76;40;13;0.0975241142076;4.41387200021
53;0.77;40;13;0.0975241142076;4.41387200021
53;0.78;41;12;0.105148999121;4.66353040747
53;0.79;41;12;0.105148999121;4.66353040747
53;0.8;42;11;0.106078576152;4.57284425012
53;0.81;42;11;0.106078576152;4.57284425012
53;0.82;43;10;0.089546902114;4.19954735344
53;0.83;43;10;0.089546902114;4.19954735344
53;0.84;44;9;0.0789941361321;3.79032364848
53;0.85;45;8;0.0443409399008;2.71406190753
53;0.86;45;8;0.0443409399008;2.71406190753
53;0.87;46;7;0.0125694540483;1.67145803132
53;0.88;46;7;0.0125694540483;1.67145803132
53;0.89;47;6;0.0146051841874;1.89662165735
54;0.1;5;49;0.0608192766463;3.58675034314
54;0.11;5;49;0.0608192766463;3.58675034314
54;0.12;6;48;0.0580573020513;3.49860053494
54;0.13;7;47;0.0768843033376;3.87611437311
54;0.14;7;47;0.0768843033376;3.87611437311
54;0.15;8;46;0.0738129307062;3.81121759913
54;0.16;8;46;0.0738129307062;3.81121759913
54;0.17;9;45;0.0605088234534;3.54601879127
54;0.18;9;45;0.0605088234534;3.54601879127
54;0.19;10;44;0.0585061319919;3.51786049462
54;0.2;10;44;0.0585061319919;3.51786049462
54;0.21;11;43;0.0630179761064;3.59936984543
54;0.22;11;43;0.0630179761064;3.59936984543
54;0.23;12;42;0.0616205809482;3.53828440228
54;0.24;12;42;0.0616205809482;3.53828440228
54;0.25;13;41;0.0596520545953;3.47175549826
54;0.26;14;40;0.0609787795783;3.52111107869
54;0.27;14;40;0.0609787795783;3.52111107869
54;0.28;15;39;0.059667390406;3.47232982673
54;0.29;15;39;0.059667390406;3.47232982673
54;0.3;16;38;0.063193540803;3.50724444514
54;0.31;16;38;0.063193540803;3.50724444514
54;0.32;17;37;0.064667816798;3.5574151458
54;0.33;17;37;0.064667816798;3.5574151458
54;0.34;18;36;0.0692903953074;3.71420238489
54;0.35;18;36;0.0692903953074;3.71420238489
54;0.36;19;35;0.0710884636595;3.77966814321
54;0.37;19;35;0.0710884636595;3.77966814321
54;0.38;20;34;0.0731716143819;3.88217607605
54;0.39;21;33;0.0696945019509;3.72470219246
54;0.4;21;33;0.0696945019509;3.72470219246
54;0.41;22;32;0.0657059323235;3.57304584256
54;0.42;22;32;0.0657059323235;3.57304584256
54;0.43;23;31;0.0526147048008;3.16905172503
54;0.44;23;31;0.0526147048008;3.16905172503
54;0.45;24;30;0.053096317616;3.12365699912
54;0.46;24;30;0.053096317616;3.12365699912
54;0.47;25;29;0.0584576181166;3.1832962891
54;0.48;25;29;0.0584576181166;3.1832962891
54;0.49;26;28;0.0605262359959;3.28095317609
54;0.5;26;28;0.0605262359959;3.28095317609
54;0.51;27;27;0.0625279136257;3.34285158392
54;0.52;28;26;0.064232567934;3.34219891169
54;0.53;28;26;0.064232567934;3.34219891169
54;0.54;29;25;0.0595926949608;3.18199862332
54;0.55;29;25;0.0595926949608;3.18199862332
54;0.56;30;24;0.0587719465567;3.11728954327
54;0.57;30;24;0.0587719465567;3.11728954327
54;0.58;31;23;0.059093265472;3.10879569461
54;0.59;31;23;0.059093265472;3.10879569461
54;0.6;32;22;0.0613655024068;3.17278793943
54;0.61;32;22;0.0613655024068;3.17278793943
54;0.62;33;21;0.0634328423718;3.20247875979
54;0.63;34;20;0.0665341163;3.32844359263
54;0.64;34;20;0.0665341163;3.32844359263
54;0.65;35;19;0.0699558872523;3.46625093923
54;0.66;35;19;0.0699558872523;3.46625093923
54;0.67;36;18;0.0738050336342;3.63247312163
54;0.68;36;18;0.0738050336342;3.63247312163
54;0.69;37;17;0.0781033579216;3.81728320027
54;0.7;37;17;0.0781033579216;3.81728320027
54;0.71;38;16;0.0797037160415;3.82231610734
54;0.72;38;16;0.0797037160415;3.82231610734
54;0.73;39;15;0.0848997299229;3.95663342508
54;0.74;39;15;0.0848997299229;3.95663342508
54;0.75;40;14;0.0907102090621;4.15925257565
54;0.76;41;13;0.0972244178175;4.37012038046
54;0.77;41;13;0.0972244178175;4.37012038046
54;0.78;42;12;0.0975627374094;4.28740243529
54;0.79;42;12;0.0975627374094;4.28740243529
54;0.8;43;11;0.0818015978479;3.9280909929
54;0.81;43;11;0.0818015978479;3.9280909929
54;0.82;44;10;0.0715758314304;3.53893480883
54;0.83;44;10;0.0715758314304;3.53893480883
54;0.84;45;9;0.0397738651236;2.52883807342
54;0.85;45;9;0.0397738651236;2.52883807342
54;0.86;46;8;0.0116758966823;1.63189192546
54;0.87;46;8;0.0116758966823;1.63189192546
54;0.88;47;7;0.0132931571779;1.81923701836
54;0.89;48;6;0.0138932653828;1.84497387387
